44228,2260,30818,1015275,5685,10095,7,200,71123,74,89,154,78,0,5832,6649,11436,0,0,5832,5832,-816,2450904
59518,17799,8734,79720,4306,15292,7,153,26970,97,98,113,108,4332,10568,9572,11008,62,4332,6235,6297,-3337,2452338
49106,9965,86704,1737634,564,3894,8,32,218829,84,92,148,66,2021,5616,7752,12480,71,2021,3594,3666,-4157,2452228
52347,16719,95047,1438364,6481,35798,8,252,31520,28,12,20,17,0,483,355,569,4,0,483,488,127,2452316
37909,7574,681,30949,3970,29391,2,184,169054,98,17,30,10,0,990,1715,3002,0,0,990,990,-725,2450968
65923,8186,48110,338866,6869,12472,4,193,118090,87,74,76,21,0,1868,6480,6674,130,0,1868,1999,-4611,2451158
52307,15169,67465,964207,2902,38044,2,270,2544,57,29,40,20,0,1170,1663,2295,35,0,1170,1205,-493,2451037
61639,11437,62930,797334,5338,26942,10,124,4041,61,44,58,57,0,3480,2732,3551,34,0,3480,3514,747,2451487
40566,15555,53294,1588026,5511,31843,8,37,118043,7,64,119,77,0,544,452,837,27,0,544,571,91,2451921
51969,8422,91024,1572130,3989,44695,8,145,31460,46,27,29,4,0,218,1280,1369,13,0,218,232,-1061,2451067
51499,9139,75032,161249,2666,11730,1,282,194712,56,95,179,10,0,602,5373,10047,48,0,602,650,-4770,2452606
62001,5078,8335,901619,3703,587,4,281,177302,15,76,118,90,0,1353,1141,1781,13,0,1353,1367,211,2451511
45060,3331,70257,998779,5254,11729,4,105,191396,17,6,7,0,1,14,103,124,0,1,13,14,-90,2450894
44738,16952,25931,1044632,1286,39587,1,63,156477,53,60,78,22,617,1210,3187,4175,11,617,593,605,-2594,2451154
60552,16960,11379,1732905,4478,8404,10,130,203988,5,65,71,19,0,96,327,357,5,0,96,102,-231,2450987
68013,2927,16397,529942,3934,46726,2,123,30335,99,27,53,24,0,2450,2718,5328,147,0,2450,2597,-268,2452148
38353,43,52237,878168,3652,18383,7,58,229363,37,40,74,11,0,442,1512,2767,8,0,442,451,-1070,2451431
38585,17054,99493,886320,5147,48821,2,285,38487,84,83,138,20,0,1749,7028,11666,52,0,1749,1802,-5278,2450882
62542,897,22291,913053,262,39471,8,65,130758,70,47,77,52,185,3706,3344,5451,105,185,3521,3626,176,2452560
41286,15946,6603,925306,1609,45112,4,8,68826,16,22,44,0,0,0,352,704,0,0,0,0,-352,2450961
39764,13543,92777,975749,3521,28493,2,74,158615,27,90,127,64,0,1751,2452,3434,157,0,1751,1908,-701,2451661
54392,12121,25390,683549,1708,42714,1,100,100344,64,81,128,104,0,6717,5218,8192,201,0,6717,6918,1498,2452213
61406,17129,28523,44199,4322,798,1,115,58906,42,56,106,40,1664,1698,2365,4469,1,1664,33,35,-2331,2451921
56628,4746,26500,573014,1928,12442,2,243,92383,27,56,64,0,0,17,1526,1740,1,0,17,18,-1509,2452561
47490,12241,84518,722910,2102,32094,7,169,216718,63,8,13,8,0,527,553,851,10,0,527,538,-25,2452224
40219,11911,6484,1231236,5588,26387,4,169,237892,67,38,64,30,0,2039,2552,4339,0,0,2039,2039,-513,2451561
69033,350,1167,544304,2994,41284,8,41,11022,37,43,77,76,0,2816,1605,2874,112,0,2816,2929,1210,2451539
61691,5990,14104,1563907,3310,12313,7,290,225029,54,86,109,32,0,1770,4685,5903,106,0,1770,1876,-2914,2451147
30404,1939,95067,1234757,1200,43243,7,133,235571,35,93,173,150,0,5267,3255,6055,474,0,5267,5741,2012,2451967
56858,17118,77068,941572,4476,3780,10,129,66667,10,13,21,1,0,10,136,217,0,0,10,11,-125,2452549
30944,9132,77109,67358,807,22256,8,175,199011,69,4,9,5,196,371,319,629,3,196,174,177,-144,2452300
48728,13552,19370,118533,2496,15259,10,30,53923,84,37,65,47,0,3990,3141,5465,239,0,3990,4229,848,2451031
72407,409,89271,893384,5944,32857,10,55,71154,29,35,46,42,0,1222,1033,1343,12,0,1222,1234,189,2450943
73927,14473,78529,25056,5983,12910,8,154,177632,70,50,88,43,0,3031,3555,6185,90,0,3031,3121,-524,2451017
68621,13441,38280,1502940,5553,47013,8,195,49702,88,69,135,69,0,6093,6096,11948,426,0,6093,6519,-3,2452385
49970,16394,46664,1742736,2008,26433,4,47,230914,85,11,14,0,0,49,1009,1252,1,0,49,51,-960,2451159
54110,17920,20837,145071,4505,10739,2,161,190475,21,53,103,16,0,349,1125,2182,13,0,349,363,-775,2451022
43608,14456,93007,990188,2569,41350,4,162,176090,8,27,42,6,0,54,221,339,1,0,54,55,-167,2451450
50992,11221,47853,1333965,4077,29789,4,26,221433,20,58,97,95,0,1916,1170,1955,134,0,1916,2050,745,2451430
52896,10189,35823,1569458,6646,21481,10,290,84412,22,39,40,16,0,366,877,894,0,0,366,366,-510,2451067
35553,6282,87261,1289611,4314,35417,7,25,149875,41,11,11,3,72,154,465,483,7,72,81,89,-383,2452304
64991,5786,74744,1533712,4680,38401,8,158,117749,89,88,93,69,0,6207,7884,8277,124,0,6207,6331,-1676,2451176
42586,6705,25416,1772581,2146,7758,8,227,9287,65,40,79,21,0,1394,2635,5165,97,0,1394,1491,-1241,2452454
71598,3977,68907,528702,497,41492,8,298,130353,70,86,156,65,0,4607,6027,10970,368,0,4607,4975,-1420,2451812
63451,7941,60366,1826345,3524,20303,8,240,111406,26,95,125,87,1552,2282,2470,3260,7,1552,730,737,-1740,2452598
38764,2023,82698,287918,7091,19911,4,39,45888,41,52,67,8,0,359,2144,2766,17,0,359,377,-1785,2451969
37718,11913,15858,1718860,2309,46558,10,297,62096,32,50,80,31,0,999,1622,2563,9,0,999,1009,-623,2452283
59276,4055,44414,1574572,4730,20088,7,6,222101,59,16,23,18,0,1076,974,1363,21,0,1076,1098,102,2451796
66117,2296,40082,809767,5852,33137,2,244,159062,21,67,107,41,0,880,1420,2258,79,0,880,960,-539,2451459
45134,6800,85487,590324,4408,40045,4,111,55325,30,76,128,94,1025,2847,2304,3848,72,1025,1822,1895,-482,2451797
66508,7853,14200,958993,4233,14673,8,10,35109,95,69,130,46,3158,4448,6574,12358,116,3158,1290,1406,-5283,2452016
47127,12133,52813,618925,590,38655,7,205,60987,17,63,64,61,0,1041,1085,1096,83,0,1041,1125,-44,2451861
55722,11994,36300,1501076,1052,46228,4,95,88194,76,92,159,6,0,484,7010,12127,9,0,484,494,-6525,2452397
69832,13104,58538,1906254,5970,12933,4,6,234377,43,57,65,59,512,2560,2468,2813,81,512,2048,2130,-420,2452606
38197,866,4903,682345,1387,12029,4,293,10276,17,5,7,5,0,86,96,124,1,0,86,87,-10,2451125
69455,1713,26084,782904,4077,13297,8,81,4548,67,75,128,43,0,2918,5079,8584,204,0,2918,3122,-2161,2452284
39171,17333,94997,1037840,5930,11973,7,299,38859,83,25,30,18,0,1510,2117,2561,75,0,1510,1586,-606,2451993
68385,9851,30691,78477,6263,10849,2,29,72156,26,27,45,8,0,226,716,1195,0,0,226,226,-489,2451836
57350,7,28563,37249,1488,43774,7,48,62896,21,75,150,94,0,1989,1594,3157,79,0,1989,2068,394,2451675
34183,6237,34017,1100679,6094,20756,2,116,100098,40,88,109,60,0,2417,3544,4395,72,0,2417,2489,-1127,2452277
46740,9096,94713,1080500,4240,30380,8,131,185520,98,98,161,72,0,7143,9620,15874,0,0,7143,7143,-2477,2452555
45052,11132,92352,1831815,2031,26294,7,127,4234,50,42,48,25,0,1288,2114,2431,0,0,1288,1288,-826,2451366
63755,3646,60817,1839466,162,27211,1,84,122395,19,59,111,3,0,63,1130,2125,1,0,63,65,-1067,2451488
39039,2876,44461,438811,3561,1511,8,208,72756,16,21,29,26,0,422,337,475,12,0,422,435,85,2451899
52238,17721,30575,225789,6250,26664,10,96,139728,7,8,13,8,0,59,57,92,3,0,59,63,2,2452363
53922,1087,37302,414994,1039,12331,2,265,31416,78,37,62,35,0,2775,2933,4869,194,0,2775,2969,-158,2451786
49050,16342,27994,640219,3644,32669,10,95,1948,67,8,11,5,0,391,602,782,27,0,391,418,-211,2451404
44549,13639,65141,1594166,6744,48569,4,57,214502,39,39,41,31,0,1230,1542,1618,36,0,1230,1266,-312,2451498
62854,5199,25597,709155,4713,9871,1,61,67932,64,88,165,160,0,10246,5649,10563,102,0,10246,10348,4597,2452230
39354,6911,15123,288741,1206,18424,7,112,206660,78,71,106,81,0,6318,5542,8314,252,0,6318,6570,775,2452261
67780,6332,41459,106289,719,8749,4,33,198519,63,7,10,4,0,303,442,690,18,0,303,321,-139,2451436
67868,13045,50933,410825,4317,19009,10,212,52568,57,25,44,31,0,1798,1456,2533,89,0,1798,1888,342,2451962
29597,12292,25639,329576,360,45144,2,167,70105,35,10,10,7,0,263,369,376,0,0,263,263,-105,2451504
69545,5044,2854,251801,1995,10142,10,216,198659,77,90,154,64,0,4980,6976,11859,99,0,4980,5079,-1995,2451107
30754,15283,91155,1204724,5940,19956,2,270,189398,17,21,23,2,0,48,363,403,3,0,48,51,-315,2451334
46288,11005,81018,1005749,6127,24905,4,203,190610,33,65,100,6,0,198,2151,3312,15,0,198,214,-1952,2451011
53290,470,66157,620270,3536,4449,1,83,170172,57,16,27,17,0,988,933,1595,69,0,988,1058,55,2451910
47252,7833,20009,1746566,5123,23727,7,102,204918,87,1,2,1,0,161,100,178,11,0,161,173,60,2452112
43195,2467,32217,1244316,2015,31314,4,288,122746,21,48,81,56,764,1176,1027,1704,24,764,411,436,-615,2452363
62869,5548,23599,1131618,84,34150,10,205,156898,7,77,152,122,0,854,542,1068,51,0,854,905,312,2451503
31212,6044,70913,449956,4199,36442,8,295,202436,26,1,1,0,0,18,47,48,0,0,18,18,-28,2451497
50110,2598,58265,347055,2692,7082,2,159,213663,72,76,137,94,0,6806,5510,9864,612,0,6806,7418,1295,2452515
52380,16923,5696,710028,3607,7586,2,125,116809,30,93,159,11,0,334,2794,4777,26,0,334,360,-2460,2451991
29622,10529,39602,1611274,4993,1865,2,67,162146,94,25,43,43,0,4066,2361,4107,203,0,4066,4269,1705,2451918
64712,16593,74427,840930,1833,13983,7,266,79282,31,27,41,10,138,330,864,1271,15,138,191,207,-673,2452246
36923,4351,74845,941084,5370,11656,10,125,40968,97,89,93,79,1540,7702,8714,9062,184,1540,6162,6347,-2552,2451638
44400,11584,95076,1442903,1130,40957,4,277,33457,84,6,8,5,408,480,521,750,5,408,72,77,-449,2451464
35974,17725,92661,934963,1618,44273,1,168,14845,98,22,29,18,0,1808,2191,2870,144,0,1808,1952,-383,2451840
37390,16563,98788,1545589,37,43685,1,103,34387,94,40,67,22,0,2080,3845,6306,0,0,2080,2080,-1765,2452340
41142,4890,46402,1389559,6316,45826,4,253,63265,22,7,14,3,0,70,160,319,4,0,70,75,-90,2452521
44902,12760,36501,1713566,4231,34943,2,27,58834,15,90,132,104,0,1567,1350,1984,31,0,1567,1599,217,2451436
71349,1177,62101,1625118,935,31152,7,22,10783,15,52,85,29,0,447,783,1277,13,0,447,460,-336,2451408
52241,15861,45216,1077165,5561,28310,8,268,145028,77,83,153,90,6895,6964,6451,11804,2,6895,69,71,-6381,2452348
42888,11461,75302,1421476,4450,44177,4,194,10112,25,42,67,57,0,1449,1074,1686,101,0,1449,1551,375,2452241
57419,16163,39544,246242,2093,22344,7,104,88126,44,14,27,8,0,355,628,1224,3,0,355,358,-273,2451851
51709,17017,6152,1469407,5462,20317,10,148,188600,93,69,96,36,0,3414,6417,8984,102,0,3414,3516,-3003,2452172
50808,7790,40580,754324,2021,1318,8,138,81707,59,47,53,0,0,31,2823,3161,0,0,31,31,-2791,2451081
69575,17014,3093,1048848,4203,15205,10,71,69351,39,64,67,16,0,629,2524,2625,0,0,629,629,-1895,2451525
53322,14735,86946,1500190,187,7431,1,8,210411,39,98,110,17,0,690,3853,4315,48,0,690,738,-3162,2452252
52273,12377,48706,1331448,590,17332,1,200,178139,54,8,16,2,0,124,453,888,3,0,124,127,-329,2451751
66499,17528,94140,245944,501,17458,1,147,220879,74,86,98,6,0,510,6403,7299,5,0,510,515,-5892,2451491
29348,17040,17945,616504,3863,46422,1,270,64554,45,73,143,98,0,4450,3325,6451,311,0,4450,4762,1125,2452375
42585,8477,40906,1645909,5312,31515,7,39,139015,90,78,155,15,0,1397,7062,13983,69,0,1397,1467,-5664,2452127
57520,16967,55392,779734,6476,5171,8,1,103153,71,57,87,33,0,2349,4068,6183,0,0,2349,2349,-1718,2451598
44122,8624,72125,76441,7157,12320,2,266,84569,98,44,67,17,614,1707,4350,6567,54,614,1092,1147,-3257,2451169
46819,4736,82883,1080239,795,12151,4,258,167595,8,21,26,5,0,40,175,214,1,0,40,41,-135,2451551
65787,10096,88477,1285455,4480,47458,1,140,131975,76,81,119,44,0,3355,6213,9070,67,0,3355,3422,-2857,2451423
49629,7666,80956,1802671,5186,17748,4,92,224678,93,47,73,28,0,2609,4402,6868,130,0,2609,2740,-1793,2451534
36497,8921,4908,455807,4306,16805,4,240,180537,67,27,51,26,0,1766,1813,3463,158,0,1766,1925,-47,2452069
52274,8287,94558,1018456,3154,17899,8,235,76290,11,6,10,9,0,101,74,111,4,0,101,105,26,2451047
51068,10819,84478,39525,972,25972,1,272,174290,72,22,40,32,349,2327,1584,2946,0,349,1977,1977,393,2452602
38464,12148,74742,117811,6480,17549,2,126,71795,3,88,143,90,0,270,265,429,8,0,270,278,5,2451149
43304,9739,75702,736988,2274,5160,2,111,41640,48,51,83,6,0,321,2450,4018,12,0,321,333,-2129,2450916
50126,6820,2777,1887857,2890,29170,8,187,152759,50,98,121,89,134,4490,4933,6068,0,134,4355,4355,-578,2451321
61462,6435,191,1289679,767,15855,2,182,210571,44,94,139,69,0,3063,4168,6127,30,0,3063,3094,-1104,2452595
63032,14911,61563,1781113,6616,40966,8,248,79689,55,90,97,36,1643,1980,4956,5352,16,1643,336,353,-4620,2450837
43718,13095,45879,894421,6963,3505,4,20,215591,34,41,56,6,0,210,1405,1911,18,0,210,229,-1195,2452412
46779,7417,35984,1762302,1773,21691,1,210,130434,30,68,131,120,0,3624,2062,3939,72,0,3624,3697,1561,2452325
49265,7567,59593,1798585,330,16075,2,249,147164,33,58,79,7,0,236,1937,2634,14,0,236,251,-1700,2452168
40465,16171,29483,1689463,3843,32223,4,110,15147,93,12,16,14,0,1387,1195,1577,13,0,1387,1401,192,2451139
68805,5578,11585,1506795,2452,26062,8,232,2551,80,25,46,4,360,372,2011,3720,0,360,11,11,-2000,2451461
67632,13525,53090,867945,6800,30902,8,117,146869,27,95,126,70,0,1912,2567,3415,57,0,1912,1969,-655,2450919
62315,14390,55383,1444026,7069,14512,1,43,68915,22,96,115,54,743,1198,2125,2550,27,743,455,482,-1670,2451127
50878,9201,21698,668493,888,13283,2,235,42438,72,10,13,4,0,354,771,987,17,0,354,372,-416,2452221
46781,12577,69987,579168,3549,25930,4,3,111829,13,1,3,1,3,19,23,42,0,3,15,15,-7,2451710
54747,5902,89563,1359390,4770,9350,8,111,166461,94,18,24,1,0,163,1734,2340,11,0,163,175,-1570,2451172
63614,5554,19452,1579758,4511,28417,8,297,31661,54,69,122,79,0,4292,3731,6604,128,0,4292,4421,561,2451415
38838,1549,23834,457586,4938,24290,10,158,207990,98,13,17,6,0,665,1359,1753,0,0,665,665,-693,2451135
68706,9265,60927,581690,2806,23969,1,13,219167,90,56,61,9,0,829,5126,5535,74,0,829,904,-4296,2451133
63665,17839,14936,1235988,1393,28798,1,135,172367,3,77,155,72,0,218,232,465,19,0,218,238,-13,2452513
44818,13892,21081,1351947,1213,42479,4,69,756,49,22,34,11,326,552,1102,1675,2,326,226,228,-875,2451054
75411,7749,22911,1363140,6216,14445,1,197,216839,100,65,107,14,0,1403,6543,10795,112,0,1403,1515,-5140,2452557
30222,6891,10692,1437253,5767,281,7,224,210185,59,63,100,77,0,4566,3753,5930,136,0,4566,4702,812,2452357
71122,3559,59222,425264,4906,30548,2,289,66835,3,65,111,64,0,193,197,333,0,0,193,193,-3,2450868
53900,17505,60927,1642957,2940,47723,10,121,191393,8,2,3,0,0,3,20,27,0,0,3,3,-17,2452276
74645,17896,42531,47410,289,32368,2,262,11034,89,26,36,2,0,260,2385,3267,2,0,260,263,-2124,2450844
42727,5438,32958,492021,4684,29347,8,107,87111,79,71,91,72,0,5755,5620,7194,172,0,5755,5927,134,2451669
70455,16057,46384,1238568,2752,42889,8,193,239286,33,1,1,0,0,10,35,61,0,0,10,10,-25,2451869
71035,16495,91834,279062,5843,29024,2,105,32396,56,66,91,51,0,2908,3698,5103,0,0,2908,2908,-790,2452149
68741,17114,89163,580745,3527,13062,7,273,188614,38,47,71,10,135,409,1809,2732,5,135,274,279,-1535,2451499
42397,4528,13100,1330989,2478,47167,10,91,156534,16,75,94,84,0,1356,1215,1507,81,0,1356,1437,140,2451129
40184,9471,13030,1727488,1499,49157,7,243,130079,60,4,7,3,0,201,257,447,4,0,201,205,-56,2452065
68235,12391,51475,594949,2870,37944,8,6,180251,93,82,98,75,0,6977,7716,9181,279,0,6977,7256,-738,2450857
51541,13839,71216,1586172,775,19731,10,279,43349,60,34,38,22,0,1336,2077,2305,120,0,1336,1457,-740,2452173
39200,10813,96263,746388,960,28285,7,141,211969,61,54,102,101,0,6217,3305,6280,559,0,6217,6777,2912,2451624
73071,2875,95288,1559662,2789,31116,2,158,76959,14,20,29,4,0,57,283,411,3,0,57,60,-226,2451858
46656,14462,74464,1646927,1790,21406,1,281,212378,93,83,145,20,645,1898,7749,13561,12,645,1252,1265,-6496,2451721
74356,1722,92572,299380,4941,39302,7,244,13880,23,58,64,6,0,148,1335,1481,11,0,148,159,-1187,2452563
32500,9068,82686,700487,7088,16889,2,229,201783,98,61,80,40,0,3961,6002,7923,316,0,3961,4278,-2041,2451150
70348,16084,69226,602558,337,4869,4,235,171957,36,21,22,3,0,123,779,826,8,0,123,132,-655,2451044
63773,12195,3361,805467,1526,44832,1,198,149917,36,95,138,63,0,2296,3420,4993,68,0,2296,2365,-1123,2452601
41180,9784,91423,1490295,4367,10086,10,31,84328,82,36,70,49,0,4089,2969,5759,81,0,4089,4171,1120,2451179
52741,9135,69115,246002,3336,35823,4,134,50033,70,39,59,36,0,2522,2738,4134,100,0,2522,2622,-216,2452597
36470,7705,36857,73347,5484,18374,7,21,202084,77,26,47,9,0,726,2017,3631,7,0,726,733,-1291,2451512
47581,8343,84208,1338888,4768,16248,7,66,64091,15,39,45,25,0,381,592,681,15,0,381,397,-211,2452512
57284,13735,21527,1132942,6404,18666,8,298,237,69,75,141,98,2316,6814,5178,9735,224,2316,4497,4722,-680,2452588
65971,17923,77237,914016,3242,16068,2,139,30515,46,77,85,60,1932,2800,3586,3944,78,1932,868,946,-2718,2451506
51424,15536,28792,603709,2979,13449,7,215,131862,77,49,77,71,0,5511,3792,5991,385,0,5511,5897,1719,2451863
67646,8453,62000,1874345,737,11529,8,246,29067,35,66,96,80,0,2825,2320,3364,84,0,2825,2910,505,2452061
54322,14836,47588,562511,6681,19251,7,35,51964,66,74,102,43,0,2901,4889,6747,116,0,2901,3017,-1988,2451507
36683,3235,82868,1368146,3024,28702,2,126,174518,87,84,145,7,309,630,7384,12627,9,309,321,331,-7062,2451158
41121,3317,18168,416839,6263,34887,8,272,123111,8,32,42,13,0,104,260,338,8,0,104,113,-155,2452167
53664,12032,92105,1284279,900,48274,1,54,78620,88,62,94,75,0,6641,5498,8301,0,0,6641,6641,1143,2450866
37256,7424,76533,1897955,6930,32752,2,254,30408,92,85,109,56,0,5219,7904,10038,260,0,5219,5480,-2685,2450961
62883,7075,77280,1383726,1819,11465,7,83,113675,79,80,126,99,0,7822,6388,10029,312,0,7822,8135,1433,2451753
49516,17440,22572,1193122,4472,35822,1,269,182757,73,37,43,3,0,254,2746,3184,10,0,254,264,-2491,2450912
36513,7402,83571,767099,2980,40861,1,165,133926,45,18,25,2,0,123,827,1125,0,0,123,123,-703,2451051
44589,8159,10159,853307,455,14356,10,174,31777,50,12,14,4,93,208,632,720,6,93,114,121,-517,2451796
45926,9096,56423,635872,4568,31217,7,147,87298,73,35,50,37,0,2729,2616,3688,218,0,2729,2947,113,2452346
62149,13681,60959,1451895,3278,45814,1,180,139382,98,72,89,28,1730,2791,7152,8724,21,1730,1060,1081,-6091,2451044
33866,3560,69475,276877,3032,38434,2,231,21418,47,16,20,14,115,681,761,959,28,115,565,593,-196,2451411
32565,8189,84328,701479,1477,19828,2,268,76845,37,54,68,54,0,1998,2024,2530,179,0,1998,2178,-25,2452216
59538,14750,13307,1497347,4140,10980,7,198,81883,56,98,123,38,0,2149,5503,6934,42,0,2149,2192,-3354,2451872
30078,10382,57550,390325,1147,17122,10,260,105324,44,54,100,47,0,2079,2378,4424,20,0,2079,2099,-299,2450895
41182,14157,34064,658626,5235,1797,4,276,132361,36,75,102,26,0,954,2720,3672,57,0,954,1012,-1765,2452466
65960,2118,11728,1210321,6514,15907,2,205,215965,30,45,55,26,0,809,1354,1652,0,0,809,809,-545,2452470
70942,6759,30469,1588496,5723,33397,10,111,76408,25,92,122,90,0,2261,2315,3056,22,0,2261,2283,-54,2452012
59663,16972,36668,1075448,628,49808,10,91,141261,82,86,121,74,0,6078,7118,9965,364,0,6078,6443,-1039,2451521
