5771,2452248,11073,17553,84113,626,44386,72489,858395,4019,7732,23,13,15,5,38,36107,99,50,70,63,693,6239,4988,6933,374,0,3119,6239,6614,9359,9733,1251,2452211
35037,2452480,10260,93226,1217866,3659,41099,11844,690838,1772,32812,60,27,18,2,296,37997,91,18,54,43,938,3997,1719,4935,319,0,1183,3997,4317,5181,5501,2277,2452396
72454,2451809,1567,36479,1052877,5275,32473,61122,1800958,20,26818,44,1,6,4,92,17010,62,38,99,87,743,5449,2400,6193,381,0,1114,5449,5831,6564,6946,3049,2451714
46130,2452166,9277,41123,147323,3923,8123,52695,1214198,6323,14123,39,27,18,5,169,53970,53,48,116,71,2410,3768,2596,6179,301,0,2594,3768,4070,6363,6665,1172,2452081
25657,2451155,6928,7277,546674,3318,40315,2995,225652,3400,6797,16,4,14,5,239,7861,66,74,94,91,186,6022,4928,6209,361,0,1055,6022,6383,7077,7439,1094,2451038
60954,2451556,10255,13349,1733862,4775,6088,46025,1840156,5227,29740,10,14,13,3,210,10996,9,79,172,20,1362,185,713,1548,3,0,61,185,189,247,251,-527,2451498
57703,2452223,1591,15172,1055651,4930,20562,29618,1077762,5599,5631,23,21,3,2,204,4881,16,31,93,74,315,1184,506,1499,0,0,434,1184,1184,1619,1619,678,2452113
64369,2452635,11695,75047,896820,4640,1213,56956,785823,4979,25199,21,18,7,5,93,52847,13,50,105,29,985,383,661,1368,0,0,287,383,383,670,670,-278,2452597
73977,2451091,15176,76469,1242053,4790,30374,9440,1499122,5079,29816,26,14,2,1,230,22390,23,83,114,39,1706,918,1916,2624,82,0,1049,918,1001,1968,2051,-997,2451084
39455,2451163,9560,52973,1821934,1295,47503,94403,1136139,6833,28994,25,1,12,5,228,30907,43,62,156,3,6580,134,2707,6714,2,0,2819,134,136,2954,2956,-2573,2451159
30976,2451048,12706,53054,860214,5327,47640,43415,1028305,179,28892,34,28,2,4,126,53481,50,63,166,101,3239,5066,3182,8306,0,0,3073,5066,5066,8139,8139,1884,2450984
15805,2451432,14104,43321,1498371,621,22871,81497,882210,5621,28624,22,7,6,1,183,19843,40,60,156,32,4930,1310,2409,6240,117,0,936,1310,1428,2246,2364,-1099,2451349
37870,2452733,4747,6016,1067845,1321,21150,98278,401299,1531,13760,12,13,5,3,24,27195,42,62,101,0,4244,0,2604,4244,0,0,339,0,0,339,339,-2604,2452629
49247,2451055,10342,38269,1870659,5096,41486,76951,472277,3903,17893,19,16,1,5,142,44527,48,82,112,37,3617,1781,3969,5398,17,0,1889,1781,1799,3670,3688,-2188,2451007
36403,2452420,10818,24774,1867816,6411,37853,938,1788800,532,33174,9,6,11,1,184,14375,42,37,50,28,931,1186,1592,2118,58,23,698,1162,1220,1861,1919,-430,2452326
73493,2452610,4831,1539,662801,4063,42125,16347,1461306,1464,45926,54,21,18,2,226,55111,45,50,54,29,1162,1310,2290,2473,5,734,593,576,582,1170,1176,-1713,2452545
68820,2451234,2389,37382,417193,1004,415,17368,1687570,4248,34459,44,13,18,2,93,2955,78,30,48,1,3595,149,2340,3744,1,0,1085,149,151,1235,1237,-2191,2451199
73500,2451569,7346,50457,59915,573,20831,50457,59915,573,20831,14,28,2,1,163,9660,87,54,79,19,5186,1728,4704,6914,86,0,1728,1728,1815,3457,3543,-2975,2451539
69018,2452578,17562,65395,775867,6786,1305,15223,115673,6015,10087,49,3,2,4,39,23761,40,74,209,123,3438,4947,2984,8386,76,1137,167,3809,3885,3977,4053,825,2452498
51220,2452282,2585,9871,787380,4089,17598,93104,1642240,525,11234,19,21,15,1,270,26226,7,78,196,5,1331,41,549,1373,2,10,233,30,33,263,266,-518,2452217
68619,2451141,17113,76697,1192206,4515,1577,64124,954061,3257,45966,52,2,10,5,183,3847,41,19,26,22,173,912,799,1086,54,0,227,912,967,1140,1195,113,2451069
72803,2452565,8238,82795,1653535,1428,18121,96541,1179165,5894,20987,13,9,10,3,133,37051,85,50,75,2,6258,192,4329,6451,11,0,1290,192,204,1483,1494,-4136,2452520
48467,2452037,7853,40926,1596250,5621,30545,64647,1489837,2564,5488,33,21,18,2,99,46027,77,73,143,91,3976,7067,5634,11044,0,0,3423,7067,7067,10491,10491,1432,2451925
4295,2451139,590,80172,1436197,3422,5047,17493,103019,2722,21547,43,20,20,1,135,43072,13,58,129,119,134,1547,754,1682,74,479,571,1067,1142,1639,1714,313,2451095
50081,2451478,12292,40041,1114840,1639,8838,25202,565127,1988,49940,44,13,14,3,245,12880,46,86,227,125,4707,5752,3977,10459,172,0,3765,5752,5924,9517,9689,1775,2451463
61115,2451543,2452,7540,1140652,6564,1276,94079,1823096,2212,42924,14,10,14,5,53,26278,1,82,105,47,57,47,82,105,3,0,0,47,50,47,50,-34,2451464
33247,2451104,9445,16369,199632,495,38558,85091,162568,3147,34810,25,7,12,3,51,16238,76,12,19,5,1080,420,981,1501,33,0,645,420,453,1065,1099,-560,2450999
16134,2452409,17538,49230,435483,5383,8036,51337,1614405,2842,41895,49,9,5,2,42,21574,78,95,102,94,639,7355,7472,7995,327,809,3357,6546,6873,9904,10231,-926,2452318
62567,2452691,12480,1322,1390813,3504,2995,24012,367743,3068,38559,55,3,3,4,35,42268,89,24,36,10,2281,930,2185,3212,74,0,1381,930,1005,2312,2386,-1254,2452639
18812,2451116,9379,41793,1036398,6203,36455,20136,491740,4717,1769,16,26,16,1,186,6844,23,27,33,28,106,652,632,759,10,287,174,365,376,540,551,-266,2451035
9828,2451054,9202,39745,128972,2646,43073,4375,781523,2048,3275,32,2,4,4,234,20985,34,66,139,111,950,3801,2252,4751,204,874,1615,2926,3131,4542,4747,674,2451051
77815,2452257,2779,90747,399397,4400,33850,22891,491658,6906,35556,25,25,6,1,156,4854,14,32,74,74,0,1046,451,1046,20,0,470,1046,1067,1517,1538,595,2452156
62695,2451979,10127,44859,826160,4261,46409,79155,1611257,4312,3613,35,2,9,1,150,2294,54,98,173,112,3271,6076,5341,9347,486,0,1495,6076,6562,7571,8057,734,2451902
28053,2451975,3680,64543,1706014,1885,3756,64543,1706014,1885,3756,8,7,3,4,38,5309,88,77,109,4,9263,385,6843,9649,0,346,2122,38,38,2161,2161,-6805,2451861
22002,2451898,13705,227,1768354,1634,6561,84120,1028140,1695,26222,13,14,2,3,34,52448,11,16,20,3,192,33,182,226,2,0,95,33,36,129,131,-148,2451887
72528,2452390,5377,93609,70621,6833,11045,52300,937089,4481,646,31,9,14,3,272,32734,89,56,68,37,2759,3372,5068,6132,168,0,2022,3372,3540,5395,5563,-1696,2452303
64517,2451840,12791,48136,1177314,5692,24823,48136,1177314,5692,24823,13,7,14,1,41,24864,9,69,186,11,1581,100,622,1682,3,0,555,100,103,655,658,-522,2451775
46020,2451204,14965,69394,1201448,5855,32662,28627,1284347,3930,39137,2,28,1,4,257,20450,6,84,164,13,908,79,506,987,0,0,375,79,79,454,454,-427,2451177
25806,2451215,6196,91195,1437001,407,25766,30769,596074,3984,33390,58,7,1,3,182,28241,80,56,156,29,10160,2383,4512,12543,71,0,3512,2383,2454,5895,5966,-2128,2451146
28419,2452279,10875,40842,1037016,1637,15411,65835,998951,6780,20601,17,11,3,5,117,41627,38,52,155,122,1241,4668,1983,5909,280,0,2009,4668,4948,6677,6957,2685,2452233
9006,2451566,3004,60259,1171242,6225,25208,76142,1531763,5804,28787,28,14,4,5,153,18318,33,86,222,22,6609,734,2868,7343,22,0,3157,734,756,3892,3914,-2134,2451529
72377,2452019,3421,92935,1341416,5544,28872,86027,632355,809,37690,35,29,9,1,230,59321,38,4,4,1,116,40,153,156,3,0,62,40,44,103,107,-113,2451909
30600,2451232,11108,98951,471834,3917,39647,61860,982073,1943,16026,2,8,18,4,187,30979,4,65,178,169,35,677,260,712,18,304,220,372,391,593,612,112,2451149
81738,2451058,11836,6669,904805,2941,16277,40579,1190551,3485,12421,34,19,12,4,136,10337,71,83,93,81,860,5755,5960,6615,172,0,2315,5755,5927,8070,8243,-205,2450997
38576,2451622,1298,39929,798766,6403,11240,82274,14857,4951,22988,37,5,10,4,91,52738,68,81,144,105,2656,7180,5527,9837,0,0,2656,7180,7180,9836,9836,1653,2451611
6318,2451131,14173,61315,1862455,748,33441,34574,989153,320,1413,20,4,12,4,143,17790,20,95,205,174,616,3490,1919,4107,314,0,164,3490,3804,3655,3969,1571,2451105
46261,2452208,15385,67907,1709157,1607,32457,67907,1709157,1607,32457,49,11,17,3,99,38894,61,10,16,1,888,109,620,998,1,0,239,109,110,348,350,-510,2452203
54424,2452223,11285,91105,181589,1226,910,98210,1179123,7162,8846,23,21,17,1,232,15203,16,25,41,3,609,52,414,662,4,0,298,52,57,351,355,-361,2452190
39127,2451174,14458,34051,781114,5777,44840,59980,1432135,76,9539,38,26,5,4,220,48144,87,85,251,77,15097,6781,7467,21878,0,0,7876,6781,6781,14657,14657,-685,2451099
72487,2451208,8282,91543,444196,849,7549,30539,393694,708,17361,50,8,1,5,166,15005,43,48,78,6,3095,268,2089,3364,8,0,773,268,276,1042,1050,-1821,2451157
42712,2452644,8565,43961,611297,233,7569,28660,450291,1130,42066,1,13,20,1,62,20171,33,18,53,7,1532,249,597,1781,17,0,659,249,266,908,925,-348,2452590
44567,2452665,5323,72191,1260186,981,623,5537,470706,5855,10650,19,18,5,1,290,43060,13,23,42,22,265,287,306,553,8,0,22,287,296,310,318,-18,2452604
40721,2451404,15640,38918,1750991,4664,22737,16584,561712,1756,34182,7,19,9,3,247,15594,5,57,141,128,63,642,288,706,38,0,0,642,681,642,681,354,2451284
40729,2452032,16183,81518,1156341,3611,22881,1540,1641225,4597,22267,1,9,9,1,280,14466,6,77,215,105,660,634,467,1294,23,234,38,399,423,438,462,-67,2451930
53198,2452683,9672,60625,312478,2731,27384,69081,489845,1343,16396,15,27,10,1,145,10331,13,47,113,36,1005,472,615,1478,23,0,73,472,496,546,570,-143,2452638
65734,2451554,13406,72147,948828,2309,43790,50505,78235,3433,39314,31,7,2,5,28,21845,93,67,87,57,2863,5317,6245,8181,106,0,3353,5317,5424,8671,8777,-928,2451448
48008,2452631,10111,52386,1627212,2838,17664,2875,608103,1342,5015,31,25,7,4,41,46249,26,16,47,32,384,855,421,1240,34,0,471,855,889,1326,1361,433,2452576
58710,2452623,11178,75607,1783892,977,46815,96170,192233,1670,36308,7,7,14,4,34,20199,18,49,66,37,523,666,894,1189,6,0,285,666,672,951,957,-228,2452522
74623,2451600,739,46712,1840035,4205,47128,35463,1203739,7191,20114,40,25,15,2,139,43151,25,48,51,17,846,435,1209,1282,34,0,192,435,470,628,662,-774,2451536
13145,2451972,15111,24578,1429526,1674,24575,26690,702997,2972,19120,27,21,11,1,101,57528,26,8,8,3,136,94,231,231,2,0,96,94,97,191,194,-136,2451955
47410,2451802,2011,82105,151061,4464,23020,82105,151061,4464,23020,38,2,11,5,82,24806,63,19,42,0,2648,53,1256,2702,1,0,216,53,55,269,271,-1203,2451771
71265,2451609,1555,84131,1661606,234,46509,24933,1123647,1240,40268,31,8,14,5,219,58202,71,57,78,28,3553,1998,4113,5552,0,0,2498,1998,1998,4497,4497,-2114,2451511
44150,2452244,10795,41740,247087,2834,43381,82001,1613685,6269,29216,9,23,19,3,40,10656,80,20,44,20,1916,1631,1620,3547,75,114,1064,1517,1592,2581,2656,-102,2452224
21487,2451650,16933,91701,303119,5737,19955,95534,375323,5362,23980,29,29,2,2,29,47625,54,77,202,6,10594,327,4200,10921,29,0,5132,327,356,5459,5489,-3873,2451617
34748,2452633,2202,75806,1000243,6280,44317,85473,1628210,828,35665,57,7,12,2,102,41136,30,56,117,77,1201,2331,1690,3532,23,0,1130,2331,2354,3461,3485,641,2452534
60066,2451392,9898,99713,522680,4847,39014,4882,175931,3915,8082,13,4,6,4,245,28523,9,55,90,38,472,342,499,814,0,0,342,342,342,684,684,-157,2451274
52404,2451894,4631,26717,1006436,5355,38721,19631,1642264,1125,26844,19,13,7,4,141,16015,22,46,111,23,1945,517,1017,2462,5,0,418,517,522,935,940,-500,2451810
75219,2451717,2491,96036,794903,7017,30331,93577,1435998,4626,3940,1,17,10,3,199,42347,42,95,116,42,3140,1766,4021,4906,52,0,735,1766,1819,2501,2554,-2255,2451694
17255,2452089,13321,95902,1495077,6252,29027,36498,1205437,2599,40174,39,29,20,5,53,298,78,76,162,123,3045,9643,5957,12689,771,0,3172,9643,10414,12815,13586,3685,2451982
39042,2451328,8534,73379,1524993,6560,40527,85412,594117,475,2489,2,8,11,2,293,490,44,86,223,93,5708,4132,3814,9841,35,537,2656,3595,3631,6252,6288,-218,2451263
49772,2452553,16399,10441,1605121,4954,3187,27275,1129755,380,32613,7,25,2,3,47,25844,38,44,59,23,1346,897,1674,2243,80,0,22,897,978,919,1000,-777,2452466
59653,2452342,539,39821,277027,1433,26639,12723,1803092,6257,9063,57,7,9,4,259,3013,45,1,4,0,183,31,74,215,1,0,83,31,33,115,117,-42,2452266
32507,2452358,9486,79262,1056324,3433,42095,69747,226293,3328,31637,57,12,20,4,101,58940,31,35,101,60,1254,1881,1104,3135,56,0,1379,1881,1937,3261,3317,777,2452291
66314,2451598,9373,47403,553308,1613,4718,45614,1192860,3186,47491,58,20,12,3,44,43775,37,12,22,21,16,797,462,814,19,470,154,327,346,481,501,-135,2451505
62976,2450924,3572,42820,1777085,5303,31521,93084,1840755,4222,5240,58,20,12,3,74,3524,68,34,82,52,2027,3603,2326,5631,36,0,1632,3603,3639,5236,5272,1276,2450824
72548,2452204,13193,77046,263061,4723,49185,91319,2488,4171,40233,1,23,20,1,52,6363,89,40,41,7,3011,705,3575,3717,23,112,36,592,616,629,653,-2982,2452131
62905,2451085,12577,57887,1100867,2600,2733,31545,1350357,5979,1312,40,8,2,1,220,13937,92,45,46,11,3182,1059,4200,4242,74,0,2078,1059,1134,3138,3212,-3140,2451003
70705,2452277,15951,38116,1600699,2035,2571,91312,1069049,3473,27609,29,3,9,1,263,51122,68,21,57,23,2359,1572,1495,3932,15,0,157,1572,1588,1729,1745,77,2452245
69032,2451507,8494,55027,941672,6717,24915,40842,864221,4403,12648,55,28,12,4,126,1525,29,40,46,18,805,536,1177,1341,32,0,0,536,568,536,568,-640,2451446
70336,2452629,9036,58657,264053,5802,24751,79192,1216341,445,34994,25,1,9,2,25,36560,23,23,49,17,736,396,536,1132,27,0,362,396,424,758,786,-140,2452623
73386,2451921,10562,27105,615353,848,41896,27105,615353,848,41896,43,13,12,2,112,36476,86,40,50,37,1179,3189,3468,4369,255,0,2140,3189,3444,5330,5585,-278,2451869
47457,2451886,16691,52443,1242077,6911,14945,52443,1242077,6911,14945,29,13,9,1,43,32561,34,28,51,34,599,1164,969,1763,23,0,723,1164,1187,1887,1910,194,2451814
49166,2452249,10243,89475,1290767,4412,8104,31204,1270713,3180,10825,41,17,4,2,100,30546,89,16,30,27,302,2447,1463,2750,146,0,962,2447,2594,3409,3556,984,2452129
53790,2451200,10597,33894,413744,7194,10197,56308,998167,1347,6797,28,19,2,2,249,50988,15,15,29,18,159,284,228,444,2,0,124,284,286,408,411,55,2451140
62721,2451746,11732,45236,1334220,357,6494,42765,789587,2952,43936,35,25,18,3,148,11522,66,58,147,42,6896,2816,3854,9712,84,0,3593,2816,2900,6409,6493,-1038,2451641
60497,2452401,7314,86971,1073432,5493,35954,85445,659448,4937,34598,57,21,13,5,144,56484,1,94,152,105,47,105,94,152,1,0,31,105,106,137,138,11,2452319
33307,2451821,12713,61049,320695,4341,2787,61049,320695,4341,2787,49,17,13,5,104,39752,70,95,263,52,14772,3692,6666,18464,206,738,8862,2954,3160,11816,12023,-3712,2451788
17704,2452173,4811,8673,824511,5149,30587,85688,221732,4501,43139,33,23,10,5,20,7920,3,67,85,45,121,136,202,257,7,19,118,117,124,235,242,-85,2452115
18164,2452477,1992,80984,957548,512,38676,14060,632470,1968,15285,6,15,13,3,293,34996,34,44,67,35,1078,1215,1509,2293,72,0,22,1215,1288,1238,1311,-293,2452418
65298,2452742,5679,64704,52233,1362,15291,82368,1526270,5525,33054,39,9,20,5,283,11670,97,50,139,120,1895,11640,4940,13535,628,1164,5954,10476,11104,16430,17059,5535,2452641
55388,2451130,1798,39434,515337,840,34696,43756,1787781,4805,39908,43,26,3,5,154,52450,39,18,26,22,188,858,732,1047,60,0,355,858,918,1214,1274,125,2451093
82661,2452264,9175,24509,187856,3650,17397,59094,1007224,6285,30032,21,1,8,5,105,48403,55,29,62,6,3057,377,1620,3434,0,90,652,286,286,939,939,-1333,2452232
69164,2452694,1557,22199,929799,6999,30599,50862,713888,5399,41799,25,15,3,3,300,59660,5,74,200,60,702,301,370,1003,6,168,431,132,139,564,570,-237,2452599
42152,2452163,13043,96954,1620861,4321,19828,69233,1400819,6349,11856,31,29,4,1,125,38370,10,85,184,29,1546,294,856,1841,11,0,846,294,306,1141,1153,-561,2452146
26505,2452176,5385,99836,980488,787,23486,99836,980488,787,23486,57,1,3,5,44,8204,28,28,60,34,708,978,807,1687,39,0,573,978,1017,1551,1590,171,2452151
55967,2451984,6347,34811,681019,6074,25129,26871,654089,3894,40102,1,29,9,3,184,20604,20,74,206,140,1319,2804,1499,4123,168,0,1195,2804,2972,3999,4168,1304,2451957
84201,2451077,7249,2175,1613014,2606,25445,2175,1613014,2606,25445,40,16,4,2,250,8141,88,53,137,38,8726,3393,4679,12120,33,0,5938,3393,3427,9331,9365,-1286,2451063
38280,2451075,16174,22543,1796616,3842,46315,51246,1183720,5640,38913,43,14,11,2,3,5133,73,90,219,89,9434,6555,6580,15989,458,0,1438,6555,7014,7994,8453,-24,2451038
70764,2452346,16133,59824,1215650,6676,43302,59824,1215650,6676,43302,3,9,5,5,58,25178,93,89,108,46,5768,4350,8363,10119,95,1174,0,3175,3271,3175,3271,-5187,2452266
78831,2452259,8139,56816,1666273,3730,12034,29578,1201966,1205,7462,27,13,13,1,9,32011,11,4,5,1,52,11,48,64,0,3,19,7,8,26,27,-40,2452161
21683,2451926,1112,64442,1477594,5946,10251,26054,1687583,2460,49212,13,5,9,5,141,54126,35,28,61,25,1264,878,987,2143,70,0,192,878,948,1071,1141,-109,2451863
20439,2451863,7820,54873,1047454,2082,35463,14865,716987,4406,31387,14,11,17,5,166,32824,57,74,221,6,12220,377,4227,12598,7,0,4912,377,385,5290,5298,-3849,2451800
51110,2451524,10214,50009,949259,6909,30959,18425,1574920,2662,21912,31,26,2,3,181,35279,92,86,125,70,5086,6472,7971,11558,230,711,924,5760,5990,6684,6915,-2211,2451497
74940,2451145,2770,78856,1421318,4227,41889,10381,182245,6522,31384,37,2,15,5,108,57914,11,99,107,80,295,887,1095,1182,35,0,413,887,922,1301,1336,-208,2451060
76761,2450948,14584,85222,1077625,428,21631,48795,1341975,2840,36843,20,10,14,4,127,36609,12,13,15,8,83,106,157,189,4,0,5,106,110,111,115,-51,2450912
12369,2451202,16978,48652,663938,471,40557,50135,14772,5262,18548,4,20,6,1,296,37462,20,72,214,128,1714,2571,1443,4285,77,0,1928,2571,2648,4499,4576,1128,2451088
42101,2451870,5563,64771,1131992,2766,33987,51783,759371,3556,37177,2,7,13,5,204,48501,12,50,53,15,457,186,607,643,16,0,122,186,203,309,325,-420,2451810
17890,2451676,9101,64289,503438,4540,26889,52772,9409,5042,4591,19,25,6,4,59,32581,4,36,99,59,159,238,145,398,7,114,123,124,131,247,255,-21,2451627
63146,2452593,5941,59829,948515,1648,22734,11652,503709,1286,12372,27,25,5,4,63,37091,61,95,245,179,4046,10939,5830,14985,875,0,6443,10939,11814,17382,18257,5108,2452555
18593,2451270,4606,98119,1742007,3495,34936,69073,500984,200,45241,44,20,6,1,79,40703,23,21,28,6,494,156,500,650,7,0,305,156,163,462,469,-344,2451176
51138,2452355,10847,67209,1475232,2902,16125,97620,1676467,3088,37111,59,5,16,4,252,28512,95,11,16,14,175,1417,1106,1593,70,0,302,1417,1488,1719,1790,310,2452242
2281,2451590,13538,39069,124295,5521,30700,42168,1309453,7131,30757,44,8,4,1,25,24873,25,77,167,106,1504,2673,1934,4177,26,0,793,2673,2699,3466,3493,739,2451512
49370,2451317,8572,99557,1491301,5892,8883,53062,756522,1762,15553,1,7,7,5,133,31676,50,33,63,7,2844,351,1673,3195,24,0,607,351,375,958,982,-1322,2451272
76500,2451087,15763,48931,1527763,3395,49427,52155,1076182,1123,16755,10,22,8,1,127,34611,7,82,228,212,111,1485,580,1597,14,0,782,1485,1500,2268,2283,904,2451019
70031,2451637,6745,21788,927222,5903,14937,97901,1871449,3733,11567,52,20,5,4,83,58687,76,39,45,2,3277,209,2979,3486,0,110,1149,98,99,1248,1249,-2881,2451519
71191,2452617,16809,80046,651704,1762,42173,46218,558589,300,19558,57,21,13,5,167,45872,27,21,49,34,403,940,589,1343,47,0,214,940,987,1155,1202,351,2452581
14392,2451159,8858,90268,1814305,295,36285,47850,126100,7102,36739,22,4,17,3,179,10696,60,96,213,34,10782,2053,5808,12835,56,1108,1924,944,1001,2869,2925,-4863,2451140
8638,2451567,7832,92489,1392560,631,47455,99236,358572,21,15292,16,20,3,5,137,8482,20,32,43,39,77,784,653,861,47,0,379,784,831,1163,1210,131,2451481
17236,2452699,3643,73053,430033,2566,11946,29276,561889,3992,41372,37,19,11,4,260,5865,71,12,18,4,958,353,886,1312,10,0,130,353,364,484,494,-533,2452634
31222,2451898,2108,7873,1179434,5042,13803,47448,1649393,5780,27788,43,14,4,2,183,24729,28,99,236,134,2848,3775,2783,6624,37,0,2914,3775,3813,6690,6728,992,2451833
12990,2452237,15357,35440,1739249,3058,30067,35440,1739249,3058,30067,47,5,9,5,194,13379,42,62,73,28,1871,1196,2622,3068,59,0,1012,1196,1255,2208,2268,-1426,2452225
63441,2452596,12795,16169,1512148,2880,2412,55692,601932,3502,39834,51,21,19,4,19,38995,51,1,1,1,28,63,87,91,1,0,28,63,65,91,93,-24,2452563
46348,2452689,6361,99760,1358022,2684,24546,96678,1404831,4885,23947,39,1,19,5,288,19281,55,38,43,6,2031,358,2114,2389,21,0,0,358,379,358,379,-1756,2452611
